Name	Location	Status	lat	NS	long	EW	Elev	Type	Eruptype
Natib	Luzon-Philippines	Holocene maybe	14.72	N	120.4	E	1253	Stratovolcano	S0
Long Island	New Guinea-NE of	Historical	-5.358	S	147.12	E	1280	Complex volcano	S1
Vesuvius	Italy	Historical	40.821	N	14.426	E	1281	Somma volcano	S2
Rajabasa	Sumatra	Fumarolic	-5.78	S	105.625	E	1281	Stratovolcano	S0
Afderà	Ethiopia	Holocene maybe	13.08	N	40.85	E	1295	Stratovolcano	S0
Unnamed	Ethiopia	Holocene	8.7	N	39.63	E	1300	Pyroclastic cones	M0
Biliran	Philippines-C	Historical	11.523	N	124.535	E	1301	Compound volcano	S0
Karapinar Field	Turkey	Holocene	37.67	N	33.65	E	1302	Cinder cones	M0
Dabbayra	Ethiopia	Holocene	12.38	N	40.07	E	1302	Shield volcano	M0
Awu	Sangihe Is-Indonesia	Historical	3.67	N	125.5	E	1320	Stratovolcano	S1
Mahawu	Sulawesi-Indonesia	Historical	1.358	N	124.858	E	1324	Stratovolcano	S1
Ibu	Halmahera-Indonesia	Historical	1.488	N	127.63	E	1325	Stratovolcano	S1
Emuruangogolak	Africa-E	Radiocarbon	1.5	N	36.33	E	1328	Shield volcano	S0
Masaraga	Luzon-Philippines	Holocene	13.32	N	123.6	E	1328	Stratovolcano	S0
Langila	New Britain-SW Pac	Historical	-5.525	S	148.42	E	1330	Complex volcano	M1
Ambrym	Vanuatu-SW Pacific	Historical	-16.25	S	168.12	E	1334	Pyroclastic shield	M1
Dukono	Halmahera-Indonesia	Historical	1.68	N	127.88	E	1335	Complex volcano	S1
Managlase Plateau	New Guinea	Anthropology	-9.08	S	148.33	E	1342	Volcanic field	M0
Pulosari	Java	Holocene	-6.342	S	105.975	E	1346	Stratovolcano	S0
Makian	Halmahera-Indonesia	Historical	0.32	N	127.4	E	1357	Stratovolcano	S2
Lunayyir Harrat	Arabia-W	Historical	25.17	N	37.75	E	1370	Volcanic field	M0
Yangudi	Ethiopia	Holocene	10.58	N	41.042	E	1383	Complex volcano	S0
Mariveles	Luzon-Philippines	Radiocarbon	14.52	N	120.47	E	1388	Stratovolcano	S0
Lopevi	Vanuatu-SW Pacific	Historical	-16.507	S	168.346	E	1413	Stratovolcano	M2
Lewotolo	Lesser Sunda Is	Historical	-8.272	S	123.505	E	1423	Stratovolcano	S1
Kyatwa	Africa-C	Holocene maybe	0.45	N	30.25	E	1430	Tuff cones	S0
Dabbahu	Ethiopia	Historical	12.6	N	40.48	E	1442	Stratovolcano	S0
Korosi	Africa-E	Holocene	0.77	N	36.12	E	1446	Shield volcano	S0
Gabillema	Ethiopia	Holocene	11.08	N	41.27	E	1459	Stratovolcano	S0
Tshibinda	Africa-C	Holocene	-2.32	S	28.75	E	1460	Cinder cones	M0
Chaine des Puys	France	Radiocarbon	45.775	N	2.97	E	1464	Cinder cones	M0
Tahalra Volc Field	Africa-N	Holocene	22.67	N	5	E	1467	Pyroclastic cones	M0
Kishb Harrat	Arabia-W	Holocene	22.8	N	41.38	E	1475	Volcanic field	M0
Ambre-Bobaomby	Madagascar	Holocene	-12.6	S	49.15	E	1475	Volcanic field	M0
Pinatubo	Luzon-Philippines	Historical	15.13	N	120.35	E	1486	Stratovolcano	S3
Aoba	Vanuatu-SW Pacific	Historical	-15.4	S	167.83	E	1496	Shield volcano	M0
Koranga	New Guinea	Holocene	-7.33	S	146.708	E	1500	Maar	S0
Sukaria Caldera	Lesser Sunda Is	Fumarolic	-8.792	S	121.77	E	1500	Caldera	S0
Alayta	Ethiopia	Historical	12.88	N	40.57	E	1501	Shield volcano	M0
Imun	Sumatra	Holocene maybe	2.158	N	98.93	E	1505	Unknown	S0
Silay	Philippines-C	Fumarolic	10.77	N	123.23	E	1510	Stratovolcano	S0
Popa	SE Asia	Anthropology	20.92	N	95.25	E	1518	Stratovolcano	S0
Silali	Africa-E	Ar/Ar	1.15	N	36.23	E	1528	Shield volcano	S0
Billy Mitchell	Bougainville-SW Pacific	Radiocarbon	-6.092	S	155.225	E	1544	Pyroclastic shield	S0
Umboi	New Guinea-NE of	Holocene	-5.589	S	147.875	E	1548	Complex volcano	M0
Sempu	Sulawesi-Indonesia	Fumarolic	1.13	N	124.758	E	1549	Caldera	S0
Haylan Jabal	Arabia-S	Anthropology	15.43	N	44.78	E	1550	Volcanic field	M0
Camiguin	Mindanao-Philippines	Historical	9.203	N	124.673	E	1552	Stratovolcanoes	S0
Bunyaruguru	Africa-C	Holocene	-0.2	S	30.08	E	1554	Maars	S0
Inielika	Lesser Sunda Is	Historical	-8.73	S	120.98	E	1559	Complex volcano	S1
Bulusan	Luzon-Philippines	Historical	12.77	N	124.05	E	1565	Stratovolcanoes	S1
Izumbwe-Mpoli	Africa-E	Holocene	-8.93	S	33.4	E	1568	Pyroclastic cones	S0
Lokon-Empung	Sulawesi-Indonesia	Historical	1.358	N	124.792	E	1580	Stratovolcano	S1
Sork Ale	Ethiopia	Holocene maybe	13.18	N	41.725	E	1611	Stratovolcano	M0
Fort Portal	Africa-C	Radiocarbon	0.7	N	30.25	E	1615	Tuff cones	M0
Kone	Ethiopia	Historical	8.8	N	39.692	E	1619	Calderas	S0
Dubbi	Ethiopia	Historical	13.58	N	41.808	E	1625	Stratovolcano	M0
Ithnayn Harrat	Arabia-W	Holocene	26.58	N	40.2	E	1625	Volcanic field	M0
Muria	Java	Holocene	-6.62	S	110.88	E	1625	Stratovolcano	M0
Gamkonora	Halmahera-Indonesia	Historical	1.38	N	127.53	E	1635	Stratovolcano	S1
Kelimutu	Lesser Sunda Is	Historical	-8.77	S	121.82	E	1639	Complex volcano	S1
Chiracha	Ethiopia	Holocene maybe	6.65	N	38.12	E	1650	Stratovolcano	S0
Tosa Sucha	Ethiopia	Holocene	5.93	N	37.57	E	1650	Cinder cones	M0
Lamongan	Java	Historical	-7.979	S	113.342	E	1651	Stratovolcano	M1
Penanggungan	Java	Holocene	-7.62	S	112.63	E	1653	Stratovolcano	S0
Iliboleng	Lesser Sunda Is	Historical	-8.342	S	123.258	E	1659	Stratovolcano	M1
Manzaz Volc Field	Africa-N	Holocene	23.92	N	5.83	E	1672	Scoria cones	M0
Poco Leok	Lesser Sunda Is	Fumarolic	-8.68	S	120.48	E	1675	Stratovolcano	S0
Lamington	New Guinea	Historical	-8.95	S	148.15	E	1680	Stratovolcano	S2
Tampomas	Java	Holocene	-6.77	S	107.95	E	1684	Stratovolcano	S0
Acig maybel-Nevsehir	Turkey	Anthropology	38.57	N	34.52	E	1689	Caldera	S0
Paka	Africa-E	Ar/Ar	0.92	N	36.18	E	1697	Shield volcano	S0
Perbakti-Gagak	Java	Historical	-6.75	S	106.7	E	1699	Stratovolcanoes	S0
Bilate River Field	Ethiopia	Holocene	7.07	N	38.1	E	1700	Maars	S0
Egon	Lesser Sunda Is	Historical	-8.67	S	122.45	E	1703	Stratovolcano	S1
Lewotobi	Lesser Sunda Is	Historical	-8.542	S	122.775	E	1703	Stratovolcanoes	S1
Marsabit	Africa-E	Holocene maybe	2.32	N	37.97	E	1707	Shield volcano	M0
Katunga	Africa-C	Holocene	-0.471	S	30.191	E	1707	Tuff cone	S0
Gamalama	Halmahera-Indonesia	Historical	0.8	N	127.33	E	1715	Stratovolcanoes	S1
Batur	Lesser Sunda Is	Historical	-8.242	S	115.375	E	1717	Caldera	S1
Sekincau Belirang	Sumatra	Fumarolic	-5.12	S	104.32	E	1719	Calderas	S0
Tidore	Halmahera-Indonesia	Holocene	0.658	N	127.4	E	1730	Stratovolcano	S0
Kelut	Java	Historical	-7.93	S	112.308	E	1731	Stratovolcano	S2
Adwa	Ethiopia	Holocene	10.07	N	40.84	E	1733	Stratovolcano	S0
Saw maybed Harra es-	Arabia-S	Historical	13.58	N	46.12	E	1737	Volcanic field	M0
Rahat Harrat	Arabia-W	Historical	23.08	N	39.78	E	1744	Volcanic field	M0
Bagana	Bougainville-SW Pacific	Historical	-6.14	S	155.195	E	1750	Lava cone	S1
Homa Mountain	Africa-E	Holocene	-0.38	S	34.5	E	1751	Complex volcano	M0
Sodore	Ethiopia	Holocene	8.43	N	39.35	E	1765	Pyroclastic cones	M0
Karang	Java	Holocene maybe	-6.27	S	106.042	E	1778	Stratovolcano	S0
Todra Volc Field	Africa-N	Holocene	17.68	N	8.5	E	1780	Cinder cones	M0
Soputan	Sulawesi-Indonesia	Historical	1.108	N	124.73	E	1784	Stratovolcano	S1
Karangetang [Api Siau]	Sangihe Is-Indonesia	Historical	2.78	N	125.4	E	1784	Stratovolcano	S1
Ambang	Sulawesi-Indonesia	Historical	0.75	N	124.42	E	1795	Complex volcano	S0
Unnamed	Ethiopia	Holocene	8.62	N	38.95	E	1800	Fissure vents	M0
Unnamed	Ethiopia	Holocene	8.07	N	39.07	E	1800	Fissure vents	M0
Hobicha Caldera	Ethiopia	Holocene maybe	6.78	N	37.83	E	1800	Caldera	M0
Itasy Volc Field	Madagascar	Radiocarbon	-19	S	46.77	E	1800	Scoria cones	S0
Druze Jabal ad	Syria	Holocene	32.658	N	36.425	E	1803	Volcanic field	M0
Manam	New Guinea-NE of	Historical	-4.08	S	145.037	E	1807	Stratovolcano	M1
Seulawah Agam	Sumatra	Historical	5.448	N	95.658	E	1810	Stratovolcano	S0
Ma Alalta	Ethiopia	Holocene	13.02	N	40.2	E	1815	Stratovolcano	S0
Sibualbuali	Sumatra	Holocene maybe	1.556	N	99.255	E	1819	Stratovolcano	S0
Parker	Mindanao-Philippines	Historical	6.113	N	124.892	E	1824	Stratovolcano	S0
Karkar	New Guinea-NE of	Historical	-4.649	S	145.964	E	1839	Stratovolcano	S1
Kerguelen Islands	Indian O.-S	Holocene maybe	-49.58	S	69.5	E	1840	Stratovolcanoes	S0
Bishoftu Volc Field	Ethiopia	Holocene	8.78	N	38.98	E	1850	Fissure vents	M0
Savai'i	Samoa-SW Pacific	Historical	-13.612	S	-172.525	W	1858	Shield volcano	M0
Lubukraya	Sumatra	Holocene maybe	1.478	N	99.209	E	1862	Stratovolcano	S0
Cuernos de Negros	Philippines-C	Fumarolic	9.25	N	123.17	E	1862	Complex volcano	S0
Patoc	Luzon-Philippines	Fumarolic	17.147	N	120.98	E	1865	Stratovolcano	S0
Mallahle	Ethiopia	Holocene maybe	13.27	N	41.65	E	1875	Stratovolcano	S0
Ranau	Sumatra	Holocene maybe	-4.83	S	103.92	E	1881	Caldera	S0
Mandalagan	Philippines-C	Fumarolic	10.65	N	123.25	E	1885	Complex volcano	S0
Loloru	Bougainville-SW Pacific	Radiocarbon	-6.52	S	155.62	E	1887	Pyroclastic shield	S0
East Zway	Ethiopia	Holocene	7.95	N	38.93	E	1889	Fissure vents	M0
Telomoyo	Java	Holocene	-7.37	S	110.4	E	1894	Stratovolcano	S0
Besar	Sumatra	Historical	-4.43	S	103.67	E	1899	Stratovolcano  maybe	S0
Hydrographers Range	New Guinea	Holocene	-9	S	148.37	E	1915	Stratovolcano	S0
Uwayrid Harrat	Arabia-W	Anthropology	27.08	N	37.25	E	1920	Volcanic field	M0
Victory	New Guinea	Historical	-9.2	S	149.07	E	1925	Stratovolcano	S1
Makaturing	Mindanao-Philippines	Historical	7.647	N	124.32	E	1940	Stratovolcano	S0
Sangeang Api	Lesser Sunda Is	Historical	-8.2	S	119.07	E	1949	Complex volcano	M2
Rahah Harrat ar	Arabia-W	Anthropology	27.8	N	36.17	E	1950	Volcanic field	M0
Kaba	Sumatra	Historical	-3.52	S	102.62	E	1952	Stratovolcano	S1
Karaca Dag	Turkey	Holocene	37.67	N	39.83	E	1957	Shield volcano	M0
Belirang-Beriti	Sumatra	Fumarolic	-2.82	S	102.18	E	1958	Compound volcano	M0
Isarog	Luzon-Philippines	Fumarolic	13.658	N	123.38	E	1966	Stratovolcano	S0
Tongariro	New Zealand	Historical	-39.13	S	175.642	E	1978	Stratovolcanoes	S1
Gedamsa Caldera	Ethiopia	Holocene	8.35	N	39.18	E	1984	Caldera	S0
Klabat	Sulawesi-Indonesia	Fumarolic	1.47	N	125.03	E	1995	Stratovolcano	S0
T maybeh Tarso	Africa-N	Holocene	21.33	N	16.33	E	2000	Volcanic field	M0
Meidob Volc Field	Africa-N	Holocene	15.32	N	26.47	E	2000	Scoria cones	M0
Fentale	Ethiopia	Historical	8.975	N	39.93	E	2007	Stratovolcano	S0
San Joaquin	Africa-W	Holocene	3.35	N	8.63	E	2009	Shield volcano	M0
Hutapanjang	Sumatra	Holocene	-2.33	S	101.6	E	2021	Stratovolcano	S0
Sao Tome	Africa-W	Holocene maybe	0.2	N	6.58	E	2024	Shield volcano	M0
Mousa Alli	Ethiopia	Holocene	12.47	N	42.4	E	2028	Stratovolcano	S0
Ungaran	Java	Holocene	-7.18	S	110.33	E	2050	Stratovolcano	S0
Lumut Balai Bukit	Sumatra	Fumarolic	-4.22	S	103.62	E	2055	Stratovolcano  maybe	S0
O'a Caldera	Ethiopia	Holocene	7.47	N	38.58	E	2075	Caldera	S0
Tangkubanparahu	Java	Historical	-6.77	S	107.6	E	2084	Stratovolcano	S1
Khaybar Harrat	Arabia-W	Historical	25	N	39.92	E	2093	Volcanic field	M0
Ebulobo	Lesser Sunda Is	Historical	-8.82	S	121.18	E	2124	Stratovolcano	S1
Elmenteita Badlands	Africa-E	Holocene	-0.52	S	36.27	E	2126	Pyroclastic cones	M0
G maybellü Dag	Turkey	Holocene maybe	38.25	N	34.57	E	2143	Lava dome	S0
Ayelu	Ethiopia	Holocene	10.082	N	40.702	E	2145	Stratovolcano	S0
Sorikmarapi	Sumatra	Historical	0.686	N	99.539	E	2145	Stratovolcano	S1
Kunyit	Sumatra	Fumarolic	-2.274	S	101.483	E	2151	Stratovolcano	S0
Toba	Sumatra	Holocene	2.58	N	98.83	E	2157	Caldera	S0
Banahaw	Luzon-Philippines	Holocene	14.07	N	121.48	E	2158	Complex volcano	S0
Galunggung	Java	Historical	-7.25	S	108.058	E	2168	Stratovolcano	M2
Kieyo	Africa-E	Historical	-9.23	S	33.78	E	2175	Stratovolcano	S0
SW Usangu Basin	Africa-E	Holocene	-8.75	S	33.8	E	2179	Lava domes	S0
Wayang-Windu	Java	Fumarolic	-7.208	S	107.63	E	2182	Lava dome	S0
Chyulu Hills	Africa-E	Anthropology	-2.68	S	37.88	E	2188	Volcanic field	M0
Tore	Bougainville-SW Pacific	Holocene	-5.83	S	154.93	E	2200	Lava cone	S0
Talagabodas	Java	Fumarolic	-7.208	S	108.07	E	2201	Stratovolcano	M0
Takuan Group	Bougainville-SW Pacific	Holocene	-6.442	S	155.608	E	2210	Volcanic complex	S0
Salak	Java	Historical	-6.72	S	106.73	E	2211	Stratovolcano	S1
Sibayak	Sumatra	Historical	3.23	N	98.52	E	2212	Stratovolcanoes	S0
Nabro	Ethiopia	Holocene maybe	13.37	N	41.7	E	2218	Stratovolcano	S0
Inierie	Lesser Sunda Is	Radiocarbon	-8.875	S	120.95	E	2245	Stratovolcano	S0
Bamus	New Britain-SW Pac	Anthropology	-5.2	S	151.23	E	2248	Stratovolcano	S0
Guntur	Java	Historical	-7.143	S	107.84	E	2249	Complex volcano	S1
San Carlos	Africa-W	Holocene	3.35	N	8.52	E	2260	Shield volcano	M0
Santo Tomas	Luzon-Philippines	Uncertain	16.33	N	120.55	E	2260	Stratovolcano	S0
Bratan	Lesser Sunda Is	Holocene	-8.28	S	115.13	E	2276	Caldera	S0
Menengai	Africa-E	Tephrochronology	-0.2	S	36.07	E	2278	Shield volcano	S0
Butajiri-Silti Field	Ethiopia	Holocene	8.05	N	38.35	E	2281	Fissure vents	M0
Bora-Bericcio	Ethiopia	Holocene	8.27	N	39.03	E	2285	Pumice cones	S0
Matutum	Mindanao-Philippines	Radiocarbon	6.37	N	125.07	E	2286	Stratovolcano	S0
Corbetti Caldera	Ethiopia	Holocene	7.18	N	38.43	E	2320	Caldera	S0
Tengger Caldera	Java	Historical	-7.942	S	112.95	E	2329	Stratovolcanoes	S1
Ambalatungan Group	Luzon-Philippines	Fumarolic	17.32	N	121.1	E	2329	Compound volcano	S0
Ulawun	New Britain-SW Pac	Historical	-5.05	S	151.33	E	2334	Stratovolcano	S2
Alutu	Ethiopia	Radiocarbon	7.77	N	38.78	E	2335	Stratovolcano	S0
Latukan	Mindanao-Philippines	Holocene maybe	7.65	N	124.45	E	2338	Stratovolcano	S0
Malabar	Java	Holocene maybe	-7.13	S	107.65	E	2343	Stratovolcano	S0
Tullu Moje	Ethiopia	Anthropology	8.158	N	39.13	E	2349	Pumice cone	S0
Ranakah	Lesser Sunda Is	Historical	-8.62	S	120.52	E	2350	Lava domes	S0
Suswa	Africa-E	Holocene	-1.175	S	36.35	E	2356	Shield volcano	S0
Karthala	Indian O.-W	Historical	-11.75	S	43.38	E	2361	Shield volcano	M1
Malindang	Mindanao-Philippines	Holocene	8.22	N	123.63	E	2404	Stratovolcano	S0
Manengouba	Africa-W	Holocene maybe	5.03	N	9.83	E	2411	Stratovolcano	M0
Olkaria	Africa-E	Radiocarbon	-0.904	S	36.292	E	2434	Pumice cones	S0
Patuha	Java	Holocene	-7.16	S	107.4	E	2434	Stratovolcano	S0
Kanlaon	Philippines-C	Historical	10.412	N	123.132	E	2435	Stratovolcano	S1
Tandikat	Sumatra	Historical	-0.433	S	100.317	E	2438	Stratovolcanoes	S1
Bufumbira	Africa-C	Holocene maybe	-1.23	S	29.72	E	2440	Cinder cones	M0
Boset-Bericha	Ethiopia	Holocene	8.558	N	39.475	E	2447	Stratovolcanoes	S0
Balatukan	Mindanao-Philippines	Uncertain	8.77	N	124.98	E	2450	Compound volcano	M0
Sinabung	Sumatra	Holocene	3.17	N	98.392	E	2460	Stratovolcano	S0
Mayon	Luzon-Philippines	Historical	13.257	N	123.685	E	2462	Stratovolcano	S2
Daun Bukit	Sumatra	Fumarolic	-3.38	S	102.37	E	2467	Stratovolcanoes	M0
Marha Jabal el-	Arabia-S	Holocene maybe	15.245	N	44.236	E	2506	Tuff cone	M0
Sumbing	Sumatra	Historical	-2.414	S	101.728	E	2507	Stratovolcano	S1
Taranaki [Egmont]	New Zealand	Historical	-39.3	S	174.07	E	2518	Stratovolcano	S0
Wilis	Java	Holocene	-7.808	S	111.758	E	2563	Stratovolcano	S0
Dieng Volc Complex	Java	Historical	-7.2	S	109.92	E	2565	Complex volcano	S1
Talang	Sumatra	Historical	-0.978	S	100.679	E	2597	Stratovolcano	S1
Kendang	Java	Holocene	-7.23	S	107.72	E	2608	Stratovolcano	S0
Telong Bur ni	Sumatra	Historical	4.769	N	96.821	E	2617	Stratovolcano	S1
Ngozi	Africa-E	Holocene	-8.97	S	33.57	E	2622	Caldera	S0
Fournaise Piton de la	Indian O.-W	Historical	-21.231	S	55.713	E	2632	Shield volcano	M1
Ankaratra Field	Madagascar	Holocene	-19.4	S	47.2	E	2644	Cinder cones	S0
Kawi-Butak	Java	Holocene	-7.92	S	112.45	E	2651	Stratovolcanoes	S0
Papandayan	Java	Historical	-7.32	S	107.73	E	2665	Stratovolcanoes	S1
Balbi	Bougainville-SW Pacific	Holocene	-5.92	S	154.98	E	2715	Stratovolcano	S0
Tepi	Ethiopia	Holocene	7.42	N	35.43	E	2728	Shield volcano	M0
Heard	Indian O.-S	Historical	-53.106	S	73.513	E	2745	Stratovolcano	M1
Longonot	Africa-E	Anthropology	-0.914	S	36.446	E	2776	Stratovolcano	S0
Ruapehu	New Zealand	Historical	-39.28	S	175.57	E	2797	Stratovolcano	S1
Ijen	Java	Historical	-8.058	S	114.242	E	2799	Stratovolcanoes	S1
Porak	Armenia	Anthropology	40.02	N	45.78	E	2800	Stratovolcano	S0
Peuet Sague	Sumatra	Historical	4.914	N	96.329	E	2801	Complex volcano	S1
Ragang	Mindanao-Philippines	Historical	7.7	N	124.5	E	2815	Stratovolcano	S1
Patah	Sumatra	Fumarolic	-4.27	S	103.3	E	2817	Unknown	S0
Kalatungan	Mindanao-Philippines	Holocene maybe	7.95	N	124.8	E	2824	Stratovolcano	S0
Tambora	Lesser Sunda Is	Historical	-8.25	S	118	E	2850	Stratovolcano	S0
Eburru Ol Doinyo	Africa-E	Holocene	-0.65	S	36.22	E	2856	Complex volcano	S0
Tengchong	SE Asia	Uranium-series	25.23	N	98.5	E	2865	Pyroclastic cones	S0
Ankaizina Field	Madagascar	Holocene	-14.3	S	48.67	E	2878	Cinder cones	M0
Marapi	Sumatra	Historical	-0.381	S	100.473	E	2891	Complex volcano	S1
Atakor Volc Field	Africa-N	Holocene	23.33	N	5.83	E	2918	Scoria cones	M0
Talakmau	Sumatra	Holocene	0.079	N	99.98	E	2919	Complex volcano	S0
Apo	Mindanao-Philippines	Fumarolic	6.989	N	125.269	E	2938	Stratovolcano	S0
Nemrut Dagi	Turkey	Historical	38.65	N	42.23	E	2948	Stratovolcano	S0
Gede	Java	Historical	-6.78	S	106.98	E	2958	Stratovolcano	S2
Rungwe	Africa-E	Holocene	-9.13	S	33.67	E	2961	Stratovolcano	S0
Lengai Ol Doinyo	Africa-E	Historical	-2.764	S	35.914	E	2962	Stratovolcano	S2
Merapi	Java	Historical	-7.542	S	110.442	E	2968	Stratovolcano	S9
Kars Plateau	Turkey	Holocene maybe	40.75	N	42.9	E	3000	Volcanic field	S0
Tskhouk-Karckar	Armenia	Tephrochronology	39.73	N	46.02	E	3000	Pyroclastic cones	S0
Santa Isabel	Africa-W	Historical	3.58	N	8.75	E	3007	Shield volcano	M0
Oku Volc Field	Africa-W	Holocene maybe	6.25	N	10.5	E	3011	Stratovolcano	M0
Marra Jebel	Africa-N	Radiocarbon	12.95	N	24.27	E	3042	Volcanic field	M0
Nyamuragira	Africa-C	Historical	-1.408	S	29.2	E	3058	Shield volcano	M1
Cereme	Java	Historical	-6.892	S	108.4	E	3078	Stratovolcano	S1
Iyang-Argapura	Java	Holocene	-7.97	S	113.57	E	3088	Complex volcano	S0
Voon Tarso	Africa-N	Fumarolic	20.92	N	17.28	E	3100	Stratovolcano	S0
Arhab Harra of	Arabia-S	Historical	15.63	N	44.08	E	3100	Volcanic field	M0
Sundoro	Java	Historical	-7.3	S	109.992	E	3136	Stratovolcano	S1
Agung	Lesser Sunda Is	Historical	-8.342	S	115.508	E	3142	Stratovolcano	S0
Merbabu	Java	Historical	-7.45	S	110.43	E	3145	Stratovolcano	M1
Dempo	Sumatra	Historical	-4.03	S	103.13	E	3173	Stratovolcanoes	S1
Vakak Group	Afghanistan	Holocene maybe	34.25	N	67.97	E	3190	Volcanic field	S0
Crater Mountain	New Guinea	Holocene maybe	-6.58	S	145.08	E	3233	Stratovolcano	M0
Hasan Dagi	Turkey	Anthropology	38.13	N	34.17	E	3253	Stratovolcano	S0
Toussidé Tarso	Africa-N	Holocene	21.03	N	16.45	E	3265	Stratovolcano	S0
Lawu	Java	Historical	-7.625	S	111.192	E	3265	Stratovolcano	S1
Dar-Alages	Armenia	Anthropology	39.7	N	45.542	E	3329	Pyroclastic cones	S0
Etna	Italy	Historical	37.734	N	15.004	E	3330	Stratovolcanoes	M1
Raung	Java	Historical	-8.125	S	114.042	E	3332	Stratovolcano	S1
Arjuno-Welirang	Java	Historical	-7.725	S	112.58	E	3339	Stratovolcano	S1
Sumbing	Java	Historical	-7.384	S	110.07	E	3371	Stratovolcano	S0
Yelia	New Guinea	Holocene maybe	-7.05	S	145.858	E	3384	Stratovolcano	S0
Unnamed	Georgia	Holocene	41.55	N	43.6	E	3400	Lava cones	S0
Koussi Emi	Africa-N	Holocene	19.8	N	18.53	E	3415	Pyroclastic shield	S0
Slamet	Java	Historical	-7.242	S	109.208	E	3428	Stratovolcano	M1
Nyiragongo	Africa-C	Historical	-1.52	S	29.25	E	3470	Stratovolcano	M1
Bazman	Iran	Fumarolic	28.07	N	60	E	3490	Stratovolcano	S0
Dhamar Harras of	Arabia-S	Historical	14.57	N	44.67	E	3500	Volcanic field	M0
Doma Peaks	New Guinea	Holocene maybe	-5.9	S	143.15	E	3568	Stratovolcano	S0
Tendürek Dagi	Turkey	Historical	39.37	N	43.87	E	3584	Shield volcano	M0
Ghegam Ridge	Armenia	Anthropology	40.275	N	44.75	E	3597	Volcanic field	S0
Kabargin Oth Group	Georgia	Holocene	42.55	N	44	E	3650	Cinder cones	S0
Semeru	Java	Historical	-8.108	S	112.92	E	3676	Stratovolcano	S1
Sahand	Iran	Holocene	37.75	N	46.43	E	3707	Stratovolcano	S0
Visoke	Africa-C	Historical	-1.47	S	29.492	E	3711	Stratovolcano	S0
Rinjani	Lesser Sunda Is	Historical	-8.42	S	116.47	E	3726	Stratovolcano	S1
Unnamed	Georgia	Holocene	42.45	N	44.25	E	3750	Cinder cones	S0
Dacht-i-Navar Group	Afghanistan	Holocene maybe	33.95	N	67.92	E	3800	Lava domes	S0
Kerinci	Sumatra	Historical	-1.697	S	101.264	E	3800	Stratovolcano	S1
Erciyes Dagi	Turkey	Holocene maybe	38.52	N	35.48	E	3916	Stratovolcano	S0
Taftan	Iran	Holocene	28.6	N	61.13	E	3940	Stratovolcano	S0
Aragats	Armenia	Holocene	40.53	N	44.2	E	4095	Stratovolcano	S0
Cameroon	Africa-W	Historical	4.203	N	9.17	E	4095	Stratovolcano	M1
Muhavura	Africa-C	Holocene	-1.38	S	29.67	E	4127	Stratovolcano	M0
Süphan Dagi	Turkey	Holocene	38.92	N	42.82	E	4158	Stratovolcano	S0
Karisimbi	Africa-C	Potassium-Argon	-1.5	S	29.45	E	4507	Stratovolcano	M0
Meru	Africa-E	Historical	-3.25	S	36.75	E	4565	Stratovolcano	S0
Sabalan	Iran	Holocene	38.25	N	47.92	E	4811	Stratovolcano	S0
Kasbek	Georgia	Tephrochronology	42.7	N	44.5	E	5050	Stratovolcano	S0
Ararat	Turkey	Historical	39.7	N	44.3	E	5165	Stratovolcano	S0
Elbrus	Russia-SW	Tephrochronology	43.33	N	42.45	E	5633	Stratovolcano	S0
Damavand	Iran	Uranium-series	35.951	N	52.109	E	5670	Stratovolcano	S0
Kilimanjaro	Africa-E	Holocene	-3.07	S	37.35	E	5895	Stratovolcano	S0
